text,label,clean_text
Analyst Update,0,"['monday', 'biggest', 'analyst', 'call', 'day', 'tesla', 'apple', 'yum', 'delta', 'fox', 'netflix', 'amp', 'http', 't.co', 'pt2oqzwpvb']"
Analyst Update,0,"['deutsche', 'bank', 'downgrade', 'general', 'motor', 'cite', 'looming', 'pricing', 'risk', 'automaker', 'http', 't.co', '40yhalooou']"
Analyst Update,0,"['morgan', 'stanley', 'downgrade', 'paramount', 'fox', 'warns', 'possible', 'streaming', 'recession', 'http', 't.co', 'apofbk4yvz']"
Analyst Update,0,"['buy', 'yum', 'brand', 'defend', 'slowdown', 'consumer', 'spending', 'goldman', 'sachs', 'say', 'http', 't.co', '88zguvwexi']"
Analyst Update,0,"['analyst', 'reveal', 'top', 'stock', 'significant', 'upside', 'potential', 'heading', 'earnings', 'http', 't.co', 'lfalk3nwaz']"
Analyst Update,0,"['argus', 'downgrade', 'delta', 'citing', 'weak', 'outlook', 'following', 'second', 'quarter', 'earnings', 'http', 't.co', 'muwxm66fao']"
Analyst Update,0,"['analyst', 'call', 'day', 'cnbcpro', 'subscriber', 'bank', 'america', 'kept', 'buy', 'rating', 'share', 'nvidia', 'said', 'weakness', 'stock', 'could', 'impact', 'semiconductor', 'company', '.', 'subscribe', 'see', 'analyst', 'call', 'day', 'curated', 'cnbc', 'pro', '.', 'http', 't.co', 'lhrn17009h']"
Analyst Update,0,"['friday', 'biggest', 'analyst', 'call', 'day', 'mcdonald', 'netflix', 'amazon', 'nvidia', 'visa', 'amp', 'http', 't.co', 'dyie4gh2ld']"
Analyst Update,0,"['bernstein', 'call', 'medtech', 'company', 'dexcom', 'clear', 'buy', 'citing', 'long', 'term', 'runway', 'diabetes', 'management', 'http', 't.co', 'y3rmrihmwz']"
Analyst Update,0,"['ubs', 'slash', 'netflix', 'price', 'target', 'ahead', 'earnings', 'warns', 'cautious', 'outlook', 'streaming', 'giant', 'http', 't.co', 'x3f9wncs2o']"
Analyst Update,0,"['bmo', 'cut', 'microsoft', 'price', 'target', 'citing', 'pressure', 'software', 'valuation', 'potential', 'recession', 'http', 't.co', 'juoyvrxxvx']"
Analyst Update,0,"['edward', 'jones', 'say', 'buy', 'qualcomm', 'chipmaker', 'pullback', 'creates', 'attractive', 'buying', 'opportunity', 'http', 't.co', 'rvoftewdxw']"
Analyst Update,0,"['credit', 'suisse', 'add', 'financials', 'top', 'stock', 'pick', 'july', 'http', 't.co', 'copmyq0l7s']"
Analyst Update,0,"['thursday', 'biggest', 'analyst', 'call', 'tesla', 'amazon', 'twitter', 'qualcomm', 'costco', 'apple', 'amp', 'http', 't.co', 'ismhm2uzrj']"
Analyst Update,0,"['deutsche', 'bank', 'upgrade', 'costco', 'buy', 'say', 'club', 'business', 'model', 'outperform', 'uncertain', 'economy', 'http', 't.co', 'rvfxlknshz']"
Analyst Update,0,"['morgan', 'stanley', 'jonas', 'trim', 'price', 'target', 'tesla', 'citing', 'slowing', 'economy', 'http', 't.co', 'xvfrertngr']"
Analyst Update,0,"['bmo', 'upgrade', 'advanced', 'micro', 'device', 'say', 'chipmaker', 'gaining', 'market', 'share', 'rival', 'http', 't.co', '3kgsqnhj0d']"
Analyst Update,0,"['bank', 'america', 'slash', 'amp', 'p', '500', 'target', 'see', 'stock', 'falling', 'another', '5', 'percent', 'year', 'end', 'http', 't.co', 'cc02x5zgux']"
Analyst Update,0,"['truist', 'initiate', 'coverage', 'tesla', 'buy', 'rating', '1', '000', 'price', 'target', 'http', 't.co', 'ecdt58j4cz']"
Analyst Update,0,"['goldman', 'say', 'stock', 'smart', 'defensive', 'play', 'economically', 'sensitive', 'construction', 'group', 'http', 't.co', 'pbgwsq06ok']"
Analyst Update,0,"['wall', 'street', 'bet', 'analyst', 'cutting', 'earnings', 'estimate', 'economy', 'show', 'sign', 'slowing', 'http', 't.co', 'rfavynxnk7']"
Analyst Update,0,"['raymond', 'james', 'say', 'bath', 'amp', 'body', 'work', 'oversold', 'jump', 'nearly', '70', 'percent', 'http', 't.co', 'spgpi6zvko']"
Analyst Update,0,"['analyst', 'call', 'day', 'cnbcpro', 'subscriber', 'citi', 'reiterates', 'nvidia', 'buy', '.', 'lowered', 'price', 'target', 'nvidia', '285', 'per', 'share', '315', 'said', 'gaming', 'weakness', 'priced', '.', 'subscribe', 'see', 'analyst', 'call', 'day', 'curated', 'cnbc', 'pro', '.', 'http', 't.co', 'mczemx4nek']"
Analyst Update,0,"['company', 'downgrade', 'picking', 'steam', 'profit', 'outlook', 'dim', 'http', 't.co', '89b4wua8ns']"
Analyst Update,0,"['morgan', 'stanley', 'name', 'top', 'stock', 'safe', 'tech', 'sector', 'giving', 'one', 'upside', '60', 'percent', 'http', 't.co', 'ejwd9uzzzp']"
Analyst Update,0,"['susquehanna', 'downgrade', 'jetblue', 'cite', 'struggle', 'cost', 'structure', 'http', 't.co', 'evytlzgwaf']"
Analyst Update,0,"['tuesday', 'biggest', 'analyst', 'call', 'tesla', 'apple', 'gap', 'jpmorgan', 'chase', 'nvidia', 'southwest', 'http', 't.co', 'pdr6bl9s9j']"
Analyst Update,0,"['morgan', 'stanley', 'downgrade', 'american', 'express', 'lower', 'spending', 'among', 'high', 'end', 'consumer', 'http', 't.co', 'lhzfvump2i']"
Analyst Update,0,"['citi', 'upgrade', 'jpmorgan', 'chase', 'buy', 'say', 'stock', 'attractive', 'entry', 'point', 'http', 't.co', '8sedkznoq2']"
Analyst Update,0,"['morgan', 'stanley', 'name', 'top', 'stock', 'safe', 'tech', 'sector', 'giving', 'one', 'upside', '60', 'percent', 'http', 't.co', 'idwpetaifr']"
Analyst Update,0,"['ubs', 'cut', 'amp', 'p', '500', 'price', 'target', '2022', 'say', 'earnings', 'estimate', 'could', 'go', 'even', 'http', 't.co', 'quc93a9bkg']"
Analyst Update,0,"['evercore', 'isi', 'say', 'gazumped', 'growth', 'grower', 'could', 'well', 'potentially', 'tough', 'earnings', 'season', 'http', 't.co', 'i1nrduz7ub']"
Analyst Update,0,"['evercore', 'isi', 'cut', 'amp', 'p', '500', 'target', 'citing', 'slower', 'growth', 'lower', 'earnings', 'http', 't.co', 'ddyg7qx1wd']"
Analyst Update,0,"['share', 'mattel', 'could', 'see', '30', 'percent', 'upside', 'tv', 'movie', 'release', 'goldman', 'sachs', 'say', 'http', 't.co', 'iragaxxr1t']"
Analyst Update,0,"['occidental', 'petroleum', 'look', 'overbought', 'rally', 'year', 'goldman', 'sachs', 'say', 'http', 't.co', 'e1t7dwkuxm']"
Analyst Update,0,"['analyst', 'call', 'day', 'cnbcpro', 'subscriber', 'cowen', 'reiterates', 'apple', 'outperform', 'say', 'stock', 'remains', 'defensive', 'name', 'heading', 'earnings', 'later', 'month', '.', 'subscribe', 'see', 'analyst', 'call', 'day', 'curated', 'cnbc', 'pro', '.', 'http', 't.co', 'quf6a7hxo4']"
Analyst Update,0,"['monday', 'biggest', 'analyst', 'call', 'apple', 'amazon', 'meta', 'honeywell', 'cv', 'mattel', 'qorvo', 'amp', 'http', 't.co', 'pakmed0o4e']"
Analyst Update,0,"['bank', 'america', 'upgrade', 'honeywell', 'buy', 'citing', 'potential', 'growth', 'aerospace', 'oil', 'gas', 'http', 't.co', 'ly8knvuuoj']"
Analyst Update,0,"['time', 'sell', 'meta', 'figure', 'metaverse', 'needham', 'say', 'downgrade', 'http', 't.co', 'kz6bgzicgk']"
Analyst Update,0,"['bank', 'america', 'share', 'compelling', 'buy', 'even', 'recession', 'societe', 'generale', 'say', 'upgrade', 'http', 't.co', '9hqnrt1ogm']"
Analyst Update,0,"['cowen', 'downgrade', 'chip', 'stock', 'qorvo', 'demand', 'smartphone', 'slows', 'http', 't.co', 'osnynl1sn3']"
Analyst Update,0,"['cof', '104.70', '2.47', '2.3', 'percent', 'capital', 'one', 'downgraded', 'perform', 'outperform', 'oppenheimer', 'downgraded', 'equal', 'weight', 'overweight', 'morgan', 'stanley']"
Analyst Update,0,"['zg', 'zillow', 'finally', 'get', 'analyst', 'upgrade', 'found', 'notable', 'firm', 'follow', 'suit', 'http', 't.co', 'wr1thzlrb8']"
Analyst Update,0,"['fibonaccisqnc', 'e', 'estimate', 'coming', 'sharply', 'ex', 'oil', 'gas', 'well', 'feel', 'lot', 'positioned', 'nasty', 'outlook', 'think', 'could', 'surprise']"
Analyst Update,0,"['pypl', 'morgan', 'stanley', 'maintained', 'paypal', 'coverage', 'overweight', '129', 'pt', '....', 'im', 'still', 'long']"
Analyst Update,0,"['jmp', 'security', 'maintained', 'hood', 'coverage', 'market', 'outperform', '28', 'price', 'target']"
Analyst Update,0,"['frln', 'wedbush', 'outperform', 'rating', '3', 'pt']"
Analyst Update,0,"['epix', '25', 'price', 'target', 'zacks', 'small', 'cap', 'research', 'http', 't.co', 'ahl91tafql']"
Analyst Update,0,"['best', 'remove', 'review', 'negative', 'implication', 'affirms', 'credit', 'rating', 'r', 'amp', 'q', 'insurance', 'holding', 'ltd.', 'rated', 'subsidiary', 'http', 't.co', '5cxw4lnxpc', 'http', 't.co', 'ot5wh3hfpc']"
Analyst Update,0,"['kbra', 'assigns', 'preliminary', 'rating', 'progress', 'residential', '2022', 'sfr6', 'http', 't.co', '51sdyk17wk', 'http', 't.co', 'ezl28rf6ac']"
Analyst Update,0,"['kbra', 'commentary', 'fire', 'near', 'starz', 'mortgage', 'security', '2021', '1', 'dac', 'brixton', 'loan', 'collateral', 'http', 't.co', 'g55xhqhegz', 'http', 't.co', 'mdpq4rxruq']"
Analyst Update,0,"['best', 'place', 'credit', 'rating', 'brightsideco', 'insurance', 'limited', 'review', 'negative', 'implication', 'http', 't.co', 'htnytwdnyy', 'http', 't.co', '24ilfa9zmf']"
Analyst Update,0,"['ventas', 'outlook', 'revised', 'fitch', 'rating', 'stable', 'http', 't.co', 'i6cvfl0skf', 'http', 't.co', '3ps8egkaeo']"
Analyst Update,0,"['best', 'revise', 'outlook', 'positive', 'frank', 'winston', 'crum', 'insurance', 'company', 'http', 't.co', 'emzy6sevsl', 'http', 't.co', 'nebrmf4ezs']"
Analyst Update,0,"['best', 'comment', 'credit', 'rating', 'cov', 'coop', 'ration', 'partnerre', 'ltd.', 'following', 'sale', 'completion', 'http', 't.co', 'zglym3one6', 'http', 't.co', 'plaiixalir']"
Analyst Update,0,"['best', 'comment', 'credit', 'rating', 'athora', 'holding', 'ltd.', 'sub', 'following', 'announced', 'acquisition', 'closed', 'life', 'pension', 'portfolio', 'http', 't.co', 'ewg89dtppe', 'http', 't.co', 'tirdukq5oz']"
Analyst Update,0,"['best', 'affirms', 'credit', 'rating', 'crum', 'amp', 'forster', 'insurance', 'group', 'member', 'monitor', 'life', 'insurance', 'company', 'new', 'york', 'http', 't.co', 'qam1vlkffa', 'http', 't.co', '7mro8nxkgv']"
Analyst Update,0,"['best', 'assigns', 'credit', 'rating', 'onix', 'asigurari', 's.a.', 'http', 't.co', 'xdz7em0piv', 'http', 't.co', 'bvexweysbj']"
Analyst Update,0,"['nice', 'named', 'leader', 'journey', 'orchestration', 'top', 'analyst', 'firm', 'http', 't.co', 'w5qjnqrfxg', 'http', 't.co', 'avxd4ntlbl']"
Analyst Update,0,"['amp', 'p', 'affirms', 'assured', 'guaranty', 'aa', 'financial', 'strength', 'rating', 'stable', 'outlook', 'http', 't.co', 'f8znn9u0tx']"
Analyst Update,0,"['best', 'place', 'credit', 'rating', 'western', 'health', 'advantage', 'review', 'developing', 'implication', 'http', 't.co', 'ga6r7bpkjg', 'http', 't.co', 'doazpurkya']"
Analyst Update,0,"['jpmorgan', 'analyst', 'put', 'monthly', 'list', 'top', 'idea', 'stock', 'http', 't.co', 'luvncntpn8']"
Analyst Update,0,"['grizzly', 'research', 'bear', 'report', 'nio', 'highlight', 'possible', 'accounting', 'issue', 'corporate', 'governance', 'red', 'flag', 'http', 't.co', '75weh5pqgx']"
Analyst Update,0,"['jpmorgan', 'analyst', 'put', 'monthly', 'list', 'top', 'idea', 'stock', 'http', 't.co', 'yw6c0dscqb']"
Analyst Update,0,"['klarna', 'valuation', 'slashed', '7bn', 'latest', 'funding', 'round', 'http', 't.co', 'axssvjoz4l']"
Analyst Update,0,"['kraft', 'heinz', 'coverage', 'started', 'buy', 'mizuho', 'citing', 'portfolio', 'potential', 'http', 't.co', 'oealu6aj6e']"
Analyst Update,0,"['jpmorgan', 'lifted', 'hold', 'sell', 'berenberg', 'good', 'bank', 'bad', 'year', 'http', 't.co', 'ybixekqctt']"
Analyst Update,0,"['bank', 'america', 'slash', 'amp', 'p', '500', 'target', 'lowest', 'street', 'recession', 'forecast', 'http', 't.co', '7lfsnqnpex']"
Analyst Update,0,"['twitter', 'new', 'bullish', 'backer', 'wall', 'street', 'rosenblatt', 'security', 'said', 'social', 'medium', 'company', 'disclosure', 'flipped', 'narrative', 'make', 'elon', 'musk', 'look', 'like', 'bad', 'guy', '.', 'http', 't.co', '8mbxxjadhb']"
Analyst Update,0,"['witter', 'disclosure', 'detailed', 'effort', 'explain', 'spam', 'bot', 'calculation', 'musk', 'musk', 'reluctance', 'engage', 'largely', 'end', 'skepticism', 'twitter', 'instead', 'make', 'u', 'skeptical', 'musk', 'one', 'analyst', 'wrote', '.', 'http', 't.co', 'qo1oi2aoyq']"
Analyst Update,0,"['klarna', 'valuation', 'slashed', '6.7', 'billion', '45.6', 'billion', 'new', 'funding', 'round', 'http', 't.co', 'ttvb8qkhtr']"
Analyst Update,0,"['lulu', 'ftch', 'jwn', 'lululemon', 'nike', 'nordstrom', 'headline', 'keybanc', 'list', 'top', 'retail', 'pick', 'http', 't.co', 'qlqrdxmsdc']"
Analyst Update,0,"['nxpi', 'nvda', 'citi', 'get', 'positive', 'nxp', 'firm', 'say', 'semiconductor', 'rally', 'could', 'last', 'august', 'http', 't.co', 'cfla3no61i']"
Analyst Update,0,"['tmus', 'vz', 'citi', 'still', 'see', 'solid', 'revenue', 'growth', 'broadband', 'wireless', 'despite', 'headwind', 'http', 't.co', 'kuhvqnbx8s']"
Analyst Update,0,"['morf', 'morphic', 'coverage', 'initiated', 'outperform', 'svb', 'security', 'http', 't.co', 'jprwfc8k82']"
Analyst Update,0,"['rgen', 'repligen', 'attracts', 'initial', 'bull', 'rating', 'ubs', 'group', 'long', 'term', 'growth', 'prospect', 'http', 't.co', 'krusj8h57o']"
Analyst Update,0,"['www', 'bird', 'plby', 'stifel', 'downgrade', 'allbirds', 'wolverine', 'plby', 'downbeat', 'retail', 'review', 'http', 't.co', 'pb0xvrkny2']"
Analyst Update,0,"['goog', 'googl', 'exane', 'hit', 'sideline', 'alphabet', 'amid', 'ad', 'pressure', 'rival', 'headwind', 'http', 't.co', 'uam3rgacae']"
Analyst Update,0,"['ally', 'ally', 'financial', 'downgraded', 'line', 'delinquency', 'rate', 'rise', 'http', 't.co', 'owhxbo69wx']"
Analyst Update,0,"['exls', 'g', 'wns', 'citi', 'downgrade', 'exlservice', 'sell', 'premium', 'valuation', 'http', 't.co', 'tskwxley7b']"
Analyst Update,0,"['cmi', 'cummins', 'downgraded', 'bernstein', 'due', 'slowing', 'demand', 'http', 't.co', 'rp78ynlzfb']"
Analyst Update,0,"['czr', 'caesar', 'entertainment', 'set', 'sell', 'equivalent', 'susquehanna', 'amid', 'softening', 'demand', 'http', 't.co', 'xjcg13ntzv']"
Analyst Update,0,"['vblt', 'vascular', 'biogenics', 'cut', 'neutral', 'hc', 'wainwright', 'trial', 'failure', 'sink', 'stock', '79', 'percent', 'http', 't.co', 'vganxslpim']"
Analyst Update,0,"['bmbl', 'mtch', 'j.p.', 'morgan', 'cut', 'online', 'dating', 'estimate', 'macro', 'issue', 'stay', 'positive', 'http', 't.co', '2reus3icql']"
Analyst Update,0,"['hbm', 'fqvlf', 'fnv', 'hudbay', 'mineral', 'upgraded', 'barclays', 'value', 'emerges', 'copper', 'selloff', 'http', 't.co', 'zcnwkzmmw3']"
Analyst Update,0,"['xom', 'exxon', 'upped', 'buy', 'piper', 'sandler', 'refinery', 'result', 'poised', 'hit', 'record', 'http', 't.co', '3sc3qwazdb']"
Analyst Update,0,"['tfc', 'truist', 'downgraded', 'hold', 'cfra', 'limited', 'prospect', 'fee', 'income', 'growth', 'http', 't.co', 'ambkmrlgjo']"
Analyst Update,0,"['dpz', 'domino', 'pizza', 'positioned', 'outperform', 'market', 'baird', 'http', 't.co', 'lrcukc1nu9']"
Analyst Update,0,"['tak', 'arwr', 'takeda', 'upgraded', 'outperform', 'cowen', 'valuation', 'cash', 'flow', 'http', 't.co', 'ibn8hjy4uz']"
Analyst Update,0,"['apls', 'h.c.', 'wainwright', 'see', 'blockbuster', 'potential', 'apellis', 'treatment', 'eye', 'degeneration', 'http', 't.co', 't0pbojoolv']"
Analyst Update,0,"['ino', 'inovio', 'pharmaceutical', 'slotted', 'sector', 'perform', 'rbc', 'capital', 'initial', 'rating', 'look', 'http', 't.co', 'wjchmnnug2']"
Analyst Update,0,"['becn', 'beacon', 'roofing', 'supply', 'cut', 'william', 'blair', 'peak', 'margin', 'slowing', 'housing', 'market', 'http', 't.co', 'boajuuseag']"
Analyst Update,0,"['klac', 'amat', 'intc', 'kla', 'corp.', 'applied', 'material', 'intel', 'among', 'expected', 'beneficiary', 'chip', 'act', 'bofa', 'say', 'http', 't.co', '17t5ntgnkf']"
Analyst Update,0,"['intc', 'susquehanna', 'cautious', 'intel', 'going', 'q2', 'citing', 'deteriorating', 'pc', 'demand', 'http', 't.co', 'gm2is1ducj']"
Analyst Update,0,"['czr', 'caesar', 'entertainment', 'singled', 'b.', 'riley', 'earnings', 'catalyst', 'potential', 'http', 't.co', 'gfhkracsqs']"
Analyst Update,0,"['dice', 'amgn', 'dice', 'therapeutic', 'initiated', 'buy', 'wainwright', 'platform', 'small', 'molecule', 'drug', 'http', 't.co', '1xwe8vmn2o']"
Analyst Update,0,"['gm', 'tsla', 'general', 'motor', 'downgraded', 'deutsche', 'amid', 'pricing', 'pressure', 'recession', 'risk', 'http', 't.co', 'sfsx4gkpxe']"
Analyst Update,0,"['cmg', 'chipotle', 'loses', 'conviction', 'buy', 'list', 'status', 'goldman', 'sachs', 'still', 'top', 'restaurant', 'pick', 'http', 't.co', 'tdoo4yyzxy']"
Analyst Update,0,"['bkng', 'booking', 'holding', 'called', 'evercore', 'isi', 'near', 'term', 'upside', 'http', 't.co', 'wgqhna0r3r']"
Analyst Update,0,"['shoo', 'rcky', 'www', 'b.', 'riley', 'expects', 'footwear', 'stock', 'stand', 'firm', 'amid', 'market', 'turmoil', 'http', 't.co', '6mjalzuipl']"
Analyst Update,0,"['pen', 'penumbra', 'gain', 'rbc', 'initiate', 'outperform', '59', 'percent', 'upside', 'http', 't.co', '5nrleqwdjp']"
Analyst Update,0,"['mitt', 'keefe', 'bruyette', 'analyst', 'downgrade', 'ag', 'mortgage', 'investment', 'trust', 'sector', 'concern', 'http', 't.co', 'jxsu3duob9']"
Analyst Update,0,"['holx', 'hologic', 'cut', 'neutral', 'btig', 'macro', 'concern', 'http', 't.co', 'mwr2ovj8zz']"
Analyst Update,0,"['bl', 'blackline', 'fall', 'cut', 'sell', 'equivalent', 'bofa', 'even', 'amp', 'speculation', 'http', 't.co', 'ergrsxzvbz']"
Analyst Update,0,"['ip', 'gpk', 'containerboard', 'check', 'well', 'fargo', 'downgrade', 'international', 'paper', 'call', 'graphic', 'packaging', 'top', 'pick', 'http', 't.co', '7nu202un51']"
Analyst Update,0,"['shop', 'shopify', 'viewed', 'cautiously', 'well', 'fargo', 'earnings', 'print', 'http', 't.co', 'nxga2dgms0']"
Analyst Update,0,"['lly', 'nvo', 'nonof', 'novo', 'eli', 'lilly', 'dominate', 'gt', '50b', 'obesity', 'market', 'morgan', 'stanley', 'http', 't.co', 'kyhsmj6em5']"
Analyst Update,0,"['dxcm', 'bernstein', 'initiate', 'dexcom', 'outperform', 'rating', 'citing', 'long', 'growth', 'runway', 'http', 't.co', 'ast8vklux7']"
Analyst Update,0,"['save', 'ulcc', 'jblu', 'i', 'shift', 'view', 'advises', 'spirit', 'frontier', 'deal', 'sans', 'improved', 'offer', 'http', 't.co', 'oi3rtfwb1s']"
Analyst Update,0,"['mlm', 'vmc', 'martin', 'marietta', 'raised', 'outperform', 'wolfe', '30', 'percent', 'ytd', 'drop', 'excessive', 'http', 't.co', 'ljvgfcbxrq']"
Analyst Update,0,"['sre', 'eix', 'pcg', 'sempra', 'upgraded', 'edison', 'downgraded', 'bofa', 'shuffle', 'california', 'utility', 'http', 't.co', 'cchovoxb8i']"
Analyst Update,0,"['aptv', 'adnt', 'axl', 'morgan', 'stanley', 'cut', 'pt', 'group', '1', 'automotive', 'american', 'axle', 'adient', 'aptiv', 'citing', 'credit', 'headwind', 'slow', 'growth', 'http', 't.co', 'kyszilbvto']"
Analyst Update,0,"['task', 'well', 'fargo', 'cut', 'price', 'target', 'taskus', '20', '37', 'http', 't.co', '4wzwiym8fj']"
Analyst Update,0,"['cf', 'ntr', 'cf', 'industry', 'nutrien', 'slapped', 'sell', 'equivalent', 'rating', 'credit', 'suisse', 'http', 't.co', 'xhjx1hszvg']"
Analyst Update,0,"['ag', 'lnw', 'igt', 'casino', 'stock', 'playags', 'see', 'lowered', 'price', 'target', 'deutsche', 'amid', 'mixed', 'bag', 'upside', 'downside', 'risk', 'http', 't.co', 'hosxqwzkr0']"
Analyst Update,0,"['sqsp', 'shop', 'wix', 'jmp', 'downgrade', 'squarespace', 'product', 'disparity', 'commerce', 'platform', 'shopify', 'wix', 'http', 't.co', '7pubq1ptpj']"
Analyst Update,0,"['jeld', 'barclays', 'downgrade', 'jeld', 'wen', 'equal', 'weight', 'overweight', 'cut', 'pt', '17', 'http', 't.co', 'dsjb1yczog']"
Analyst Update,0,"['sah', 'morgan', 'stanley', 'cut', 'sonic', 'automotive', 'forecast', 'reflect', 'slowing', 'growth', 'credit', 'headwind', 'http', 't.co', 'cf7aiotm67']"
Analyst Update,0,"['hmn', 'horace', 'mann', 'educator', 'price', 'target', 'cut', 'post', 'q2', 'result', 'estimate', 'lower', '2022', 'outlook', 'http', 't.co', 'wrymm4hjw7']"
Analyst Update,0,"['twlo', 'rng', 'band', 'morgan', 'stanley', 'cut', 'communication', 'software', 'stock', 'pt', 'cautious', 'growth', 'outlook', 'http', 't.co', '2eorgpk4ey']"
Analyst Update,0,"['aptv', 'frey', 'lea', 'auto', 'supplier', 'dealer', 'see', 'estimate', 'cut', 'morgan', 'stanley', 'ahead', 'earnings', 'season', 'http', 't.co', '9r65ll6uqj']"
Analyst Update,0,"['zeta', 'wix', 'user', 'freshworks', 'godaddy', 'servicenow', 'among', 'saas', 'software', 'price', 'target', 'cut', 'morgan', 'stanley', 'slowing', 'demand', 'http', 't.co', 'houe4u0fvj']"
Analyst Update,0,"['plnt', 'webr', 'ebr', 'harley', 'davidson', 'planet', 'fitness', 'picked', 'resilient', 'recession', 'stock', 'bofa', 'http', 't.co', 'gt4q82inux']"
Analyst Update,0,"['aos', 'baird', 'downgrade', 'a.', 'o.', 'smith', 'neutral', 'http', 't.co', '1yemmqxfif']"
Analyst Update,0,"['c', 'analyst', 'relatively', 'optimistic', 'citigroup', 'q2', 'earnings', 'despite', 'disappointing', 'result', 'big', 'bank', 'http', 't.co', 'a8l4cwyqwl']"
Analyst Update,0,"['ffiv', 'f5', 'slip', 'credit', 'suisse', 'downgrade', 'citing', 'recent', 'spending', 'weakness', 'networking', 'http', 't.co', 'xprrbyanx8']"
Analyst Update,0,"['esrt', 'empire', 'state', 'realty', 'trust', 'upgraded', 'market', 'perform', 'bmo', 'tourist', 'rebound', 'http', 't.co', 'wyeb8eu1dc']"
Analyst Update,0,"['inse', 'inspired', 'entertainment', 'watch', 'b.', 'riley', 'call', 'buying', 'opportunity', 'http', 't.co', 'dwaqc5ineu']"
